LATITUDE,LONGITUDE,PRCP
41.4057,-81.852,82.6
35.4611,-85.7858,288.7
42.7754,-91.4537,52.4
42.40917,-83.01,70.9
38.9232,-86.5339,191.6
35.2622,-88.9891,348
43.308,-87.9552,19.8
41.01361,-83.66861,84.5
35.89536,-82.8313,67.5
38.7699,-84.0127,234
41.6514,-90.5731,70.1
34.9901,-85.2595,125.3
37.2252,-89.5705,239.4
35.054,-83.728,217.5
35.6224,-82.5096,52.2
38.6058,-88.3117,154.6
42.0773,-91.3027,62.9
36.9647,-86.4238,218.2
38.7696,-92.1797,77.1
34.9646,-91.9657,360
41.755,-87.8173,127
36.573,-87.418,266.6
36.4583,-86.324,281.2
41.8008,-87.5903,159.4
39.166,-85.9227,144.6
35.1036,-85.179,178.9
41.5445,-90.591,83.3
38.4082,-82.4443,207.1
38.406,-82.3813,197.6
38.154,-89.5536,152
41.6447,-90.5871,87.5
41.9622,-84.9925,168.1
37.7858,-84.7077,178.9
34.9089,-83.4575,262.4
38.7927,-86.4074,164.1
40.8802,-85.5112,110.8
42.8504,-91.8158,44.2
41.5877,-91.7451,68.8
37.5245,-84.9965,232.7
41.9177,-87.8037,56.6
38.9716,-86.5616,132.3
40.2538,-85.1484,108.1
40.3503,-86.4867,93.1
35.014,-85.1492,180.3
38.9136,-86.4778,139.9
